,hpso01 (Ingest) [Nf_max=16384] [Na=256] [Bmax=16250.0],hpso01 (RCAL) [Nf_max=16384] [Na=256] [Bmax=16250.0],hpso01 (FastImg) [Nf_max=16384] [Na=256] [Bmax=16250.0],hpso01 (ICAL) [Nf_max=16384] [Na=256] [Bmax=16250.0],hpso01 (DPrepA) [Nf_max=16384] [Na=256] [Bmax=16250.0],hpso01 (DPrepB) [Nf_max=16384] [Na=256] [Bmax=16250.0],hpso01 (DPrepC) [Nf_max=16384] [Na=256] [Bmax=16250.0],hpso01 (DPrepD) [Nf_max=16384] [Na=256] [Bmax=16250.0],hpso02a (Ingest) [Nf_max=16384] [Na=256] [Bmax=16250.0],hpso02a (RCAL) [Nf_max=16384] [Na=256] [Bmax=16250.0],hpso02a (FastImg) [Nf_max=16384] [Na=256] [Bmax=16250.0],hpso02a (ICAL) [Nf_max=16384] [Na=256] [Bmax=16250.0],hpso02a (DPrepA) [Nf_max=16384] [Na=256] [Bmax=16250.0],hpso02a (DPrepB) [Nf_max=16384] [Na=256] [Bmax=16250.0],hpso02a (DPrepC) [Nf_max=16384] [Na=256] [Bmax=16250.0],hpso02a (DPrepD) [Nf_max=16384] [Na=256] [Bmax=16250.0],hpso02b (Ingest) [Nf_max=16384] [Na=256] [Bmax=16250.0],hpso02b (RCAL) [Nf_max=16384] [Na=256] [Bmax=16250.0],hpso02b (FastImg) [Nf_max=16384] [Na=256] [Bmax=16250.0],hpso02b (ICAL) [Nf_max=16384] [Na=256] [Bmax=16250.0],hpso02b (DPrepA) [Nf_max=16384] [Na=256] [Bmax=16250.0],hpso02b (DPrepB) [Nf_max=16384] [Na=256] [Bmax=16250.0],hpso02b (DPrepC) [Nf_max=16384] [Na=256] [Bmax=16250.0],hpso02b (DPrepD) [Nf_max=16384] [Na=256] [Bmax=16250.0],hpso04a (Ingest) [Nf_max=16384] [Na=256] [Bmax=16250.0],hpso04a (RCAL) [Nf_max=16384] [Na=256] [Bmax=16250.0],hpso04a (FastImg) [Nf_max=16384] [Na=256] [Bmax=16250.0],hpso04a (PSS) [Nf_max=16384] [Na=256] [Bmax=16250.0],hpso05a (Ingest) [Nf_max=16384] [Na=256] [Bmax=16250.0],hpso05a (RCAL) [Nf_max=16384] [Na=256] [Bmax=16250.0],hpso05a (FastImg) [Nf_max=16384] [Na=256] [Bmax=16250.0],hpso05a (PST) [Nf_max=16384] [Na=256] [Bmax=16250.0],max_low (Ingest) [Nf_max=16384] [Na=256] [Bmax=16250.0],max_low (RCAL) [Nf_max=16384] [Na=256] [Bmax=16250.0],max_low (FastImg) [Nf_max=16384] [Na=256] [Bmax=16250.0],max_low (ICAL) [Nf_max=16384] [Na=256] [Bmax=16250.0],max_low (DPrepA) [Nf_max=16384] [Na=256] [Bmax=16250.0],max_low (DPrepA_Image) [Nf_max=16384] [Na=256] [Bmax=16250.0],max_low (DPrepB) [Nf_max=16384] [Na=256] [Bmax=16250.0],max_low (DPrepC) [Nf_max=16384] [Na=256] [Bmax=16250.0],max_low (DPrepD) [Nf_max=16384] [Na=256] [Bmax=16250.0]
Frequencies backward grid2,16384.0,6590.78122076136,4744.703814848597,6590.78122076136,2441.466451169051,2441.466451169051,4744.703814848597,,16384.0,6590.78122076136,4744.703814848597,4394.085175985427,2441.466451169051,2441.466451169051,4744.703814848597,,16384.0,6590.78122076136,4744.703814848597,4394.085175985427,2441.466451169051,2441.466451169051,4744.703814848597,,16384.0,4038.693502406632,2907.4553987723175,,16384.0,4038.693502406632,2907.4553987723175,,16384.0,9254.700144121867,6662.459115881312,9254.700144121867,3428.279241973887,3428.279241973887,3428.279241973887,16384.0,16384.0
Frequencies backward fft,65536,40,40,40,200,500,1500,8192,65536,40,40,40,200,500,1500,8192,65536,40,40,40,200,500,1500,8192,65536,40,40,(undefined),65536,40,40,(undefined),65536,40,40,40,200,40,500,65536,16384
Channels out,65536,40,40,40,40,500,1500,8192,65536,40,40,40,40,500,1500,8192,65536,40,40,40,40,500,1500,8192,65536,40,40,128,65536,40,40,4096,65536,40,40,40,40,40,500,65536,16384
-- Visibility --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ingest rate [M/s],141.75085126140627,141.75085126140627,400.73980139379097,141.75085126140627,141.75085126140627,141.75085126140627,275.5141315862104,275.5141315862104,141.75085126140627,141.75085126140627,400.73980139379097,141.75085126140627,141.75085126140627,141.75085126140627,275.5141315862104,275.5141315862104,141.75085126140627,141.75085126140627,400.73980139379097,141.75085126140627,141.75085126140627,141.75085126140627,275.5141315862104,275.5141315862104,142.11801754798316,142.11801754798316,400.73980139379097,(undefined),142.11801754798316,142.11801754798316,400.73980139379097,(undefined),141.8024786610844,141.8024786610844,400.73980139379097,141.8024786610844,141.8024786610844,141.8024786610844,141.8024786610844,275.61447721420336,275.61447721420336
Averaged rate0 [M/s],87.5831267481023,35.2320084855319,71.70450074598946,35.2320084855319,13.051224709715486,13.051224709715486,49.29783162327073,85.11549981138718,87.5831267481023,35.2320084855319,71.70450074598946,23.489240656145576,13.051224709715486,13.051224709715486,49.29783162327073,85.11549981138718,87.5831267481023,35.2320084855319,71.70450074598946,23.489240656145576,13.051224709715486,13.051224709715486,49.29783162327073,85.11549981138718,87.80998655972763,21.64536268098057,43.9390204205725,(undefined),87.80998655972763,21.64536268098057,43.9390204205725,(undefined),87.61502559773493,49.49040466470938,100.6866441588578,49.49040466470938,18.333055025740077,18.333055025740077,18.333055025740077,170.2929998420106,170.2929998420106
Averaged rate1 [M/s],24.719177500197127,9.943767752744504,20.237645620953305,9.943767752744504,3.6835353129409256,3.6835353129409256,13.913660033801706,24.022722480631952,24.719177500197127,9.943767752744504,20.237645620953305,6.629527063975141,3.6835353129409256,3.6835353129409256,13.913660033801706,24.022722480631952,24.719177500197127,9.943767752744504,20.237645620953305,6.629527063975141,3.6835353129409256,3.6835353129409256,13.913660033801706,24.022722480631952,24.783205677306587,6.109116927352615,12.401206548434303,,24.783205677306587,6.109116927352615,12.401206548434303,,24.72818052801079,13.968011224148743,28.417471735398163,13.968011224148743,5.174261962644182,5.174261962644182,5.174261962644182,48.06294370196038,48.06294370196038
Averaged rate2 [M/s],27.964925570012696,11.249432756764456,22.894946787680915,11.249432756764456,4.167201390907321,4.167201390907321,15.740591176572206,27.177022623612213,27.964925570012696,11.249432756764456,22.894946787680915,7.500016167891151,4.167201390907321,4.167201390907321,15.740591176572206,27.177022623612213,27.964925570012696,11.249432756764456,22.894946787680915,7.500016167891151,4.167201390907321,4.167201390907321,15.740591176572206,27.177022623612213,28.03736095776924,6.9112736526350105,14.029545202406258,,28.03736095776924,6.9112736526350105,14.029545202406258,,27.97511073910709,15.802078942202124,32.14882380135876,15.802078942202124,5.853667690356543,5.853667690356543,5.853667690356543,54.37384165756785,54.37384165756785
Predict rate0 [M/s],(undefined),2.4908707402981856,17.933979682589495,2.4908707402981856,0.923203927130529,0.923203927130529,2.2668801956064,(undefined),(undefined),2.4908707402981856,17.933979682589495,1.6609295449019406,0.923203927130529,0.923203927130529,2.2668801956064,(undefined),(undefined),2.4908707402981856,17.933979682589495,1.6609295449019406,0.923203927130529,0.923203927130529,2.2668801956064,(undefined),(undefined),1.8043477604221305,10.989555746408628,(undefined),(undefined),1.8043477604221305,10.989555746408628,(undefined),(undefined),3.49765200529585,25.182686219818457,3.49765200529585,1.2963519849181904,1.2963519849181904,1.2963519849181904,24.760376749876837,(undefined)
Predict rate1 [M/s],,2.4862033552160123,10.120300839313368,2.4862033552160123,0.5208286802382097,0.5208286802382097,1.3915692364156667,,,2.4862033552160123,10.120300839313368,1.1050954461884677,0.5208286802382097,0.5208286802382097,1.3915692364156667,,,2.4862033552160123,10.120300839313368,1.1050954461884677,0.5208286802382097,0.5208286802382097,1.3915692364156667,,,3.0548788456760394,6.201506640184591,,,3.0548788456760394,6.201506640184591,,,3.49236988488996,14.210810543574235,3.49236988488996,0.7313415950801818,0.7313415950801818,0.7313415950801818,9.612588740392075,
Predict rate2 [M/s],,11.249432756764456,22.894946787680915,11.249432756764456,2.0836006954536606,2.0836006954536606,7.870295588286103,,,11.249432756764456,22.894946787680915,7.50001616789115,2.0836006954536606,2.0836006954536606,7.870295588286103,,,11.249432756764456,22.894946787680915,7.50001616789115,2.0836006954536606,2.0836006954536606,7.870295588286103,,,6.911273652635011,14.029545202406258,,,6.911273652635011,14.029545202406258,,,15.802078942202124,32.14882380135876,15.802078942202124,2.9268338451782716,2.9268338451782716,2.9268338451782716,27.186920828783926,
Backward rate0 [M/s],(undefined),2.4908707402981856,17.933979682589495,2.4908707402981856,0.923203927130529,0.923203927130529,2.2668801956064,(undefined),(undefined),2.4908707402981856,17.933979682589495,1.6609295449019406,0.923203927130529,0.923203927130529,2.2668801956064,(undefined),(undefined),2.4908707402981856,17.933979682589495,1.6609295449019406,0.923203927130529,0.923203927130529,2.2668801956064,(undefined),(undefined),1.8043477604221305,10.989555746408628,(undefined),(undefined),1.8043477604221305,10.989555746408628,(undefined),(undefined),3.49765200529585,25.182686219818457,3.49765200529585,1.2963519849181904,1.2963519849181904,1.2963519849181904,24.760376749876837,(undefined)
Backward rate1 [M/s],,2.4862033552160123,10.120300839313368,2.4862033552160123,0.5208286802382097,0.5208286802382097,1.3915692364156667,,,2.4862033552160123,10.120300839313368,1.1050954461884677,0.5208286802382097,0.5208286802382097,1.3915692364156667,,,2.4862033552160123,10.120300839313368,1.1050954461884677,0.5208286802382097,0.5208286802382097,1.3915692364156667,,,3.0548788456760394,6.201506640184591,,,3.0548788456760394,6.201506640184591,,,3.49236988488996,14.210810543574235,3.49236988488996,0.7313415950801818,0.7313415950801818,0.7313415950801818,9.612588740392075,
Backward rate2 [M/s],,11.249432756764456,22.894946787680915,11.249432756764456,2.0836006954536606,2.0836006954536606,7.870295588286103,,,11.249432756764456,22.894946787680915,7.50001616789115,2.0836006954536606,2.0836006954536606,7.870295588286103,,,11.249432756764456,22.894946787680915,7.50001616789115,2.0836006954536606,2.0836006954536606,7.870295588286103,,,6.911273652635011,14.029545202406258,,,6.911273652635011,14.029545202406258,,,15.802078942202124,32.14882380135876,15.802078942202124,2.9268338451782716,2.9268338451782716,2.9268338451782716,27.186920828783926,
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delta W earth0 [lambda],0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.22656956841670498,0.22656956841670498,0.22656956841670498,(undefined),0.22656956841670498,0.22656956841670498,0.22656956841670498,(undefined),0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373
Delta W earth1 [lambda],0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.9062782736668199,0.9062782736668199,0.9062782736668199,,0.9062782736668199,0.9062782736668199,0.9062782736668199,,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493
Delta W earth2 [lambda],1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,3.6251130946672796,3.6251130946672796,3.6251130946672796,,3.6251130946672796,3.6251130946672796,3.6251130946672796,,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997
Delta W snapshot0 [lambda],23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,62.234063581847245,62.234063581847245,0.10375653953011668,(undefined),62.234063581847245,62.234063581847245,0.10375653953011668,(undefined),25.930859825769687,25.930859825769687,0.04323189147088195,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687
Delta W snapshot1 [lambda],47.41642939569314,47.41642939569314,0.07905260154675557,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.07905260154675557,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.07905260154675557,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,124.46812716369449,124.46812716369449,0.20751307906023336,,124.46812716369449,124.46812716369449,0.20751307906023336,,51.861719651539374,51.861719651539374,0.0864637829417639,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374
Delta W snapshot2 [lambda],94.83285879138629,94.83285879138629,0.15810520309351114,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,0.15810520309351114,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,0.15810520309351114,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,248.93625432738898,248.93625432738898,0.4150261581204667,,248.93625432738898,248.93625432738898,0.4150261581204667,,103.72343930307875,103.72343930307875,0.1729275658835278,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875
Delta W max0 [lambda],23.70821469784657,23.70821469784657,0.08631221653969713,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.08631221653969713,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.08631221653969713,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,62.234063581847245,62.234063581847245,0.22656956841670498,(undefined),62.234063581847245,62.234063581847245,0.22656956841670498,(undefined),25.930859825769687,25.930859825769687,0.09440398684029373,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687
Delta W max1 [lambda],47.41642939569314,47.41642939569314,0.3452488661587885,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.3452488661587885,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.3452488661587885,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,124.46812716369449,124.46812716369449,0.9062782736668199,,124.46812716369449,124.46812716369449,0.9062782736668199,,51.861719651539374,51.861719651539374,0.37761594736117493,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374
Delta W max2 [lambda],94.83285879138629,94.83285879138629,1.380995464635154,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,1.380995464635154,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,1.380995464635154,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,248.93625432738898,248.93625432738898,3.6251130946672796,,248.93625432738898,248.93625432738898,3.6251130946672796,,103.72343930307875,103.72343930307875,1.5104637894446997,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875
Delta W stack [lambda],(undefined),1.3141405583928363,1.380990898994006,1.3141405583887484,3.19505288604707,4.918405024154101,4.480639211638867,(undefined),(undefined),1.3141405583928363,1.380990898994006,1.8013273066903361,3.19505288604707,4.918405024154101,4.480639211638867,(undefined),(undefined),1.3141405583928363,1.380990898994006,1.8013273066903361,3.19505288604707,4.918405024154101,4.480639211638867,(undefined),(undefined),7.46424898142504,3.6251072850731596,(undefined),(undefined),7.46424898142504,3.6251072850731596,(undefined),(undefined),1.3184677563571898,1.5104580308416866,1.318467756358312,3.2235084504747005,3.2563549066191086,4.970822767446231,11.636469404196022,(undefined)
Delta W theory [lambda],(undefined),1.0,12.587303150687525,1.0,12.587303150687525,12.587303150687525,12.587303150687525,(undefined),(undefined),1.0,12.587303150687525,3.4612509132075626,12.587303150687525,12.587303150687525,12.587303150687525,(undefined),(undefined),1.0,12.587303150687525,3.4612509132075626,12.587303150687525,12.587303150687525,12.587303150687525,(undefined),(undefined),11.803825775723876,89.35330487828081,(undefined),(undefined),11.803825775723876,89.35330487828081,(undefined),(undefined),1.3581201072478302,15.152462172657435,1.3581201072478302,15.152462172657435,15.152462172657435,15.152462172657435,15.152462172657435,(undefined)
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W kernel support pred0 [uv-pixels],(undefined),6.349093342294207,0.18455205923435844,6.349093342279329,2.7785878916756372,3.8435779930478375,3.5832589865330613,(undefined),(undefined),6.349093342294207,0.18455205923435844,4.371751683704178,2.7785878916756372,3.8435779930478375,3.5832589865330613,(undefined),(undefined),6.349093342294207,0.18455205923435844,4.371751683704178,2.7785878916756372,3.8435779930478375,3.5832589865330613,(undefined),(undefined),5.510649727386828,0.08981558727294352,(undefined),(undefined),5.510649727386828,0.08981558727294352,(undefined),(undefined),5.5641793980794585,0.17264561380323334,5.5641793980830245,2.4458870788005047,2.464599740140499,3.387521904825265,6.425897601641504,(undefined)
W kernel support pred1 [uv-pixels],,6.349093342294207,0.5223241974335304,6.349093342279329,2.7785878916756372,3.8435779930478375,3.5832589865330613,,,6.349093342294207,0.5223241974335304,4.371751683704178,2.7785878916756372,3.8435779930478375,3.5832589865330613,,,6.349093342294207,0.5223241974335304,4.371751683704178,2.7785878916756372,3.8435779930478375,3.5832589865330613,,,5.510649727386828,0.254136932091098,,,5.510649727386828,0.254136932091098,,,5.5641793980794585,0.4886127695866622,5.5641793980830245,2.4458870788005047,2.464599740140499,3.387521904825265,6.425897601641504,
W kernel support pred2 [uv-pixels],,6.349093342294207,1.479229372101327,6.349093342279329,2.7785878916756372,3.8435779930478375,3.5832589865330613,,,6.349093342294207,1.479229372101327,4.371751683704178,2.7785878916756372,3.8435779930478375,3.5832589865330613,,,6.349093342294207,1.479229372101327,4.371751683704178,2.7785878916756372,3.8435779930478375,3.5832589865330613,,,5.510649727386828,0.7193727802392093,,,5.510649727386828,0.7193727802392093,,,5.5641793980794585,1.3836815169071581,5.5641793980830245,2.4458870788005047,2.464599740140499,3.387521904825265,6.425897601641504,
AW kernel support pred0 [uv-pixels],(undefined),11.01412666847284,9.001891993496013,11.014126668464264,9.419158702971643,9.786372759538727,9.687091666984985,(undefined),(undefined),11.01412666847284,9.001891993496013,10.00560906611738,9.419158702971643,9.786372759538727,9.687091666984985,(undefined),(undefined),11.01412666847284,9.001891993496013,10.00560906611738,9.419158702971643,9.786372759538727,9.687091666984985,(undefined),(undefined),10.55306876780155,9.000448146604544,(undefined),(undefined),10.55306876780155,9.000448146604544,(undefined),(undefined),10.58111961816952,9.001655764800468,10.581119618171396,9.32643359501601,9.3313585226965,9.616408095316618,11.0585785699059,(undefined)
AW kernel support pred1 [uv-pixels],,11.01412666847284,9.015144068023794,11.014126668464264,9.419158702971643,9.786372759538727,9.687091666984985,,,11.01412666847284,9.015144068023794,10.00560906611738,9.419158702971643,9.786372759538727,9.687091666984985,,,11.01412666847284,9.015144068023794,10.00560906611738,9.419158702971643,9.786372759538727,9.687091666984985,,,10.55306876780155,9.003587372833826,,,10.55306876780155,9.003587372833826,,,10.58111961816952,9.013253709876537,10.581119618171396,9.32643359501601,9.3313585226965,9.616408095316618,11.0585785699059,
AW kernel support pred2 [uv-pixels],,11.01412666847284,9.12075213649002,11.014126668464264,9.419158702971643,9.786372759538727,9.687091666984985,,,11.01412666847284,9.12075213649002,10.00560906611738,9.419158702971643,9.786372759538727,9.687091666984985,,,11.01412666847284,9.12075213649002,10.00560906611738,9.419158702971643,9.786372759538727,9.687091666984985,,,10.55306876780155,9.028704070737346,,,10.55306876780155,9.028704070737346,,,10.58111961816952,9.10574404100129,10.581119618171396,9.32643359501601,9.3313585226965,9.616408095316618,11.0585785699059,
W kernel support bw0 [uv-pixels],(undefined),6.349093342294207,0.18455205923435844,6.349093342279329,2.7785878916756372,3.8435779930478375,3.5832589865330613,(undefined),(undefined),6.349093342294207,0.18455205923435844,4.371751683704178,2.7785878916756372,3.8435779930478375,3.5832589865330613,(undefined),(undefined),6.349093342294207,0.18455205923435844,4.371751683704178,2.7785878916756372,3.8435779930478375,3.5832589865330613,(undefined),(undefined),5.510649727386828,0.08981558727294352,(undefined),(undefined),5.510649727386828,0.08981558727294352,(undefined),(undefined),5.5641793980794585,0.17264561380323334,5.5641793980830245,2.4458870788005047,2.464599740140499,3.387521904825265,6.425897601641504,(undefined)
W kernel support bw1 [uv-pixels],,6.349093342294207,0.5223241974335304,6.349093342279329,2.7785878916756372,3.8435779930478375,3.5832589865330613,,,6.349093342294207,0.5223241974335304,4.371751683704178,2.7785878916756372,3.8435779930478375,3.5832589865330613,,,6.349093342294207,0.5223241974335304,4.371751683704178,2.7785878916756372,3.8435779930478375,3.5832589865330613,,,5.510649727386828,0.254136932091098,,,5.510649727386828,0.254136932091098,,,5.5641793980794585,0.4886127695866622,5.5641793980830245,2.4458870788005047,2.464599740140499,3.387521904825265,6.425897601641504,
W kernel support bw2 [uv-pixels],,6.349093342294207,1.479229372101327,6.349093342279329,2.7785878916756372,3.8435779930478375,3.5832589865330613,,,6.349093342294207,1.479229372101327,4.371751683704178,2.7785878916756372,3.8435779930478375,3.5832589865330613,,,6.349093342294207,1.479229372101327,4.371751683704178,2.7785878916756372,3.8435779930478375,3.5832589865330613,,,5.510649727386828,0.7193727802392093,,,5.510649727386828,0.7193727802392093,,,5.5641793980794585,1.3836815169071581,5.5641793980830245,2.4458870788005047,2.464599740140499,3.387521904825265,6.425897601641504,
AW kernel support bw0 [uv-pixels],(undefined),11.01412666847284,9.001891993496013,11.014126668464264,9.419158702971643,9.786372759538727,9.687091666984985,(undefined),(undefined),11.01412666847284,9.001891993496013,10.00560906611738,9.419158702971643,9.786372759538727,9.687091666984985,(undefined),(undefined),11.01412666847284,9.001891993496013,10.00560906611738,9.419158702971643,9.786372759538727,9.687091666984985,(undefined),(undefined),10.55306876780155,9.000448146604544,(undefined),(undefined),10.55306876780155,9.000448146604544,(undefined),(undefined),10.58111961816952,9.001655764800468,10.581119618171396,9.32643359501601,9.3313585226965,9.616408095316618,11.0585785699059,(undefined)
AW kernel support bw1 [uv-pixels],,11.01412666847284,9.015144068023794,11.014126668464264,9.419158702971643,9.786372759538727,9.687091666984985,,,11.01412666847284,9.015144068023794,10.00560906611738,9.419158702971643,9.786372759538727,9.687091666984985,,,11.01412666847284,9.015144068023794,10.00560906611738,9.419158702971643,9.786372759538727,9.687091666984985,,,10.55306876780155,9.003587372833826,,,10.55306876780155,9.003587372833826,,,10.58111961816952,9.013253709876537,10.581119618171396,9.32643359501601,9.3313585226965,9.616408095316618,11.0585785699059,
AW kernel support bw2 [uv-pixels],,11.01412666847284,9.12075213649002,11.014126668464264,9.419158702971643,9.786372759538727,9.687091666984985,,,11.01412666847284,9.12075213649002,10.00560906611738,9.419158702971643,9.786372759538727,9.687091666984985,,,11.01412666847284,9.12075213649002,10.00560906611738,9.419158702971643,9.786372759538727,9.687091666984985,,,10.55306876780155,9.028704070737346,,,10.55306876780155,9.028704070737346,,,10.58111961816952,9.10574404100129,10.581119618171396,9.32643359501601,9.3313585226965,9.616408095316618,11.0585785699059,
-- Data --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snapshot vis size0 [GB],0.03848867874672465,25.367046109582972,0.04302270044759369,25.367046109582972,0.9396881790995151,0.7517505432796121,0.9465183671667982,0.29923417902440813,0.03848867874672465,25.367046109582972,0.04302270044759369,16.912253272424817,0.9396881790995151,0.7517505432796121,0.9465183671667982,0.29923417902440813,0.03848867874672465,25.367046109582972,0.04302270044759369,16.912253272424817,0.9396881790995151,0.7517505432796121,0.9465183671667982,0.29923417902440813,0.03858837299988032,15.584661130306014,0.026363412252343503,(undefined),0.03858837299988032,15.584661130306014,0.026363412252343503,(undefined),0.0385026967958796,35.63309135859076,0.06041198649531469,35.63309135859076,1.3199799618532855,6.599899809266429,1.0559839694826285,0.07483579094619608,0.2993431637847843
Snapshot vis size1 [GB],0.010862919799891317,7.159512781976044,0.012142587372571984,7.159512781976044,0.2652145425317467,0.21217163402539738,0.26714227264899276,0.08445488372097172,0.010862919799891317,7.159512781976044,0.012142587372571984,4.773259486062102,0.2652145425317467,0.21217163402539738,0.26714227264899276,0.08445488372097172,0.010862919799891317,7.159512781976044,0.012142587372571984,4.773259486062102,0.2652145425317467,0.21217163402539738,0.26714227264899276,0.08445488372097172,0.010891057182410124,4.398564187693884,0.007440723929060582,,0.010891057182410124,4.398564187693884,0.007440723929060582,,0.010866876208598492,10.056968081387096,0.0170504830412389,10.056968081387096,0.37254686131038106,1.8627343065519057,0.2980374890483049,0.02112141080652556,0.08448564322610223
Snapshot vis size2 [GB],0.012289273932134488,8.09959158487041,0.013736968072608552,8.09959158487041,0.3000385001453272,0.24003080011626174,0.30221935059018634,0.09554422016113671,0.012289273932134488,8.09959158487041,0.013736968072608552,5.40001164088163,0.3000385001453272,0.24003080011626174,0.30221935059018634,0.09554422016113671,0.012289273932134488,8.09959158487041,0.013736968072608552,5.40001164088163,0.3000385001453272,0.24003080011626174,0.30221935059018634,0.09554422016113671,0.01232110588964469,4.976117029897209,0.008417727121443756,,0.01232110588964469,4.976117029897209,0.008417727121443756,,0.012293749836521671,11.37749683838553,0.01928929428081526,11.37749683838553,0.4214640737056711,2.1073203685283564,0.337171258964537,0.023894754634673377,0.09557901853869351
Facet size [GB],(undefined),1.2265812840829637,0.060571915263356244,1.2265812840829637,0.16825532017598954,0.16825532017598954,0.16825532017598954,(undefined),(undefined),1.2265812840829637,0.060571915263356244,0.545147237370206,0.16825532017598954,0.16825532017598954,0.16825532017598954,(undefined),(undefined),1.2265812840829637,0.060571915263356244,0.545147237370206,0.16825532017598954,0.16825532017598954,0.16825532017598954,(undefined),(undefined),1.2393392212985965,0.061201936854251675,(undefined),(undefined),1.2393392212985965,0.061201936854251675,(undefined),(undefined),1.2283692043882553,0.06066020762411133,1.2283692043882553,0.16850057673364266,0.16850057673364266,0.16850057673364266,0.16850057673364266,(undefined)
